overall,verified,reviewTime,reviewerID,asin,reviewerName,reviewText,summary,unixReviewTime,vote,style
3.0,False,"01 19, 2006",A1D2ZN57YG2NMH,B00000DMB2,Media Lover,"Okay, I normally love everything Lucas Arts puts out, but this...

I really, honestly loathed this game! The gameplay was repetitive, hard, and booring. Basically, it is every vehicular battle from the trilogy, put on a game.

While this had great potential, and awesome graphics, I cannot reccomend it.",Booring Star Wars Game,1137628800,,
2.0,False,"05 10, 2003",AFNCXMCX7VZWH,B00000DMB6,J. Jongeling,"Having played the Twisted Metal series for a few years now, I can honestly say that Twisted Metal III, while having an initial gleam at first play, it wears itself out fairly quickly. The gleam I'm speaking of is the slick graphics and the incredibly different game play. It tries to be something new, which it is, but it improves in all the wrong ways.

Allow me to explain :

Weapons Inventory. Instead of a max capacity of the total number of weapons in your inventory, you are limited to how many of each weapon you can have. For example, I can pick up 10 homing missiles but no more. The rest of my inventory has to be stocked with other useless weapons like Speed Missiles (more on that in a bit). In previous TM installments, you could keep building your homing missile capacity, and carry only those, as long as you didn't exceed the max capacity. Annoying.

New Weapons. Okay, so initially I thought the (((Rain Missile))) was the best thing since sliced bread. But really, the rain missile doesn't do very much apart from visual appeal. The missile shoots into the air and you detonate it, and a ring of fire falls down like five mini-napalms. It doesn't do the damage the napalm does, but only allows the cars to drive through so they start on fire...at least until they turbo (stop-drop-and-roll in TM maneuvers) out of it 2 seconds later. Minimal damage done.

The introduction of the (((Speed missile))) was the worst mistake of the weapon category. It's a fast missile that has the strength of three machine gun bullets. If you can fire them fast, you can do some damage, but they're so useless during combat that it really doesn't even matter.

(((Remotes))) are plenty but do much less damage than in TM2. (((Freeze missiles))) (the left-right-up maneuver) do not hit enemies like they used to. It is much harder to freeze an enemy. This can be frustrating.

Enemies. New characters are added, some are great, some not so great. Your enemies now have the A.I. that allows them to steal items from in front of you. If they need health, they will race you for it and take the health. This is especially frustrating when you are fighting Minion and you have one shot left to kill him and he quickly finds full health. *Cue controller hitting floor*

The levels are not very large. Not much scenery and not much to discover. There's a few hidden places you can find to explore, but for the most part it's very limited.

All in all, TM3 falls flat. The previous installments are much better both in game-play value, and in overall playability.

If you can find this cheap, get it. Otherwise pass it up.",Lacks sorely when compared to previous installments,1052524800,3,
3.0,False,"06 28, 2000",A2MMO0QPJS6SRD,B00000DMAM,Matt Curtis,"Well, going into it, I heard that this was SO much better than Quake III arena.  I had played that game, and I liked it.  So, I gave Unreal a go.  After playing for a while, I played Quake III again.  Within a few minutes,  I quit Quake, uninstalled Unreal, and went back to playing Quake.  The  difference in the graphics was incredable.  All the sharp edges are fine,  but I perfer the revolutionaly rounded surfaces.  Quake III blew Unreal out  of the water graphically.  What about the game play?  Well, I was kidna  dissapointed.  Quake III is very intense, the kind of game you get caught  up in.  I found myself playing Unreal, just to see what it was like.  It  had no draw whatsoever.  I thought the weapons were fairly difficult to  use, and were kinda cheesy.  For me, it is all Quake III.",its ok,962150400,2,
3.0,False,"05 9, 2000",A38TA13FXZC7V0,B00000DMAM,Blake Watson,"Well, that's what CGW editor Jeff Green called ""Unreal"". After playing it, I'm inclined to agree. It incorporates (on a small scale) elements of adventure games, which slows down the first-person action  without actually adding much weight to the alleged story. It does look  nice, though, at least for a 1997 era game.",Myst for the Testosterone Set?,957830400,,
3.0,False,"03 18, 2000",A3KMOEVKYDKEY7,B00000DMAM,G. Long,"This has to be the most detailed and beautifully rendered game ever made.  The monsters look real, the weapons look sleek, and the animation is very realistic, with no jerkiness.  Unfortunately, this game requires totally  unreal system requirements!  Anything less than a PentiumII/300MHz  processor runs like garbage unless everything is turned down, and, well,  there goes the graphics!  This game was the chief reason for my system  being upgraded!  Also, remember the sleek weapons I described?  Well,  they're sleek, but that's it.  For crying out loud, it takes THREE HITS  with a ROCKET LAUNCHER to kill one of the BASIC enemies (the Skaarj).  There's no bang to them at all!  Plus, another good thing about Unreal is  the multiplayer games where you can play against computer-controlled  opponents (bots).  Sounds good, right?  Wrong.  Unless you put the skill  level down nearly all the way, simply aiming a gun at the bot will cause it  to zig-zag in a way that is impossible to hit, all while shooting at you  with godlike aim!  Other than the steep system requirements, the  difficulty of the bots, and the bangless weapons, the game is very good and  highly customizable for all those hackers and map makers out there.  You'll  get your money's worth, but I hope you're good at strafing while shooting,  otherwise you'll NEVER win!",Unreal requirements!,953337600,,
2.0,False,"03 28, 2002",A3SF50Z5Q7PJA4,B00000DMB2,Casey Aytes,"Rogue squadon is somewhat fun to play but the majority of the missions are hard to beat. the 3D enviroment is cool looking and on some levels there are places you can see that are straight out of the movie such as Jabba the hutt's palace on Tattoine.
The main problem i have with this game is on the Hoth and Deathstar mission.(use password DEADDACK to get to them)on the Hoth mission you wrap a cord around Imperial walkers to trip them which is tricky to do. As for the Deathstar mission, the scenery is wrong. In the movie Luke fires at the exhaust port at the end of the trench, in the game the target is on the ground. But that's not what bothers me most though, After you hit your target it just says ""Mission Complete"" They should've had a cinematic sequence where the Deathstar blows up. That doesn't happen in the game which leaves you feeling angry and unsatisfied.",Not that loyal to the movie,1017273600,2,
1.0,False,"05 29, 2001",A2XOFC1VUX20ET,B00000DMB6,MattMike,"Trust me, Do not buy this game.  I am the local TM lover and know-all.  I bought TM4, TM2, and TM3 (sadly I can't find a copy of TM1)  After i bought TM2, I was looking forward to cool characters, cool battlegrounds, and semi-pixated graphics.  I found none of these things.  There are only 4 new characters, Club Kid, Auger, Flamethrower, and my favorite new driver, Flower Power.  The levels, especially Washington DC, is a small open level, which is no fun.  The North Pole is annoying, and I hate the boring London level.  The graphics are cheesy, and 989 studios tried to make them look too real.  The cars flip over with every tight turn you make, when another car hits you, or you drive onto a hill.  This game is not realistic.  This game should have 0 stars and is a disgrace to the TM title.  I warn you, do not even look at this game.  It is the worst.  The car combat genre is in shame.",A worthy warning......  Don't buy this game!,991094400,2,
1.0,False,"07 28, 2000",AAKF9UNZU7AFO,B00000DMB6,Amazon Customer,"Twisted Metal 3 is overrated - because it's not normally considered the worst Playstation game.  I can't believe how unfun this game is.  The  control is laughable.  The gameplay is incredibly boring.  The music is Rob  Zombie, which is bad enough before you hear it 5,000 times in a row.  The  game also adds almost nothing new.  Don't even rent this one.",What is this?,964742400,2,
1.0,True,"12 1, 2017",A843EW2Q6HH5G,B00000DMAT,geoffrey,game is crappy and unfair enemys cheat and respawn making it impossible to compleate missions you either defend your man all the time or die,bad unfair game,1512086400,,{'Format:': ' Video Game'}
1.0,True,"11 20, 2012",A1EM14EC8RPJ1B,B00000DMAO,Nicholas,"this game is the hardest game ive ever played, and that takes away the fun. also graphics very poor even for nintendo 64 cannot even recommend for people i dislike don't waste your time or money worst n64 game ever",too hard not fun,1353369600,,
3.0,True,"11 11, 2010",A23MMS6ZRF4KJ4,B00000DMAO,Craig Hightshoe,I use to play this AGES ago and use to be pretty good. I started playing it again and I now found that the controls (at least for me) don't seem very forgiving. In order to do tricks you have to place the toggle in the exact correct place (at least pretty spot on). You also have to land in a specific position or else you crash (too many crashes makes it so you can't finish the race). The half-pipe mode is pretty decent though and can range from super easy to insanely hard. Overall a not so bad game for that time.,Not quite what I remembered,1289433600,2,
3.0,False,"12 16, 2009",A3VHLYBTGQHQ7O,B00000DMAO,The Trophy,"If you don't read anything else:

If you find this game at a yard sale for $1.00 - $5.00 or online, then go ahead and get it, but in my opinion there are much better snow boarding games out for the N64, like ""Big Mountain 2000,"" ""Twisted Edge,"" or even ""Snowboard Kids"" or ""Snowboard Kids 2.""

Now I know that this was the N64's first snowboarding game, so we shouldn't expect the Taj Mahal in video game form here, but having played the previous mentioned snowboarding games and then playing this, there are some things that I dislike about this game. First, landing your snowboard in this game is more based on luck than skill. First, you have to press the ""Z"" button when you land and secondly you can't move your control stick AT ALL when you are landing or your player is going to fall over because the board is on an angle on screen. That right there ruined the game for me because it sucked a lot of the fun right out of the game. Also, if you want to try to play this game, I recommend plugging in an N64 controller that has a joystick that is still very firm. I started playing with my usually controller, where the joystick is a little loose and I was pretty bad. Plugged in another controller with a firm joystick, got INSTANTLY BETTER controlling my character in the game! Second, if you bump a wall you fall over. There are other snowboarding games on the N64 that do that, but here it seemed really prevalent. Third, the music in this game is really annoying sounding. I liked the title track, but after that I was treated to songs that had people with high pitched or dull voices yelling the same things over and over again! I would have preffered just straight up instrumental music here. Fourth, I noticed that ""PRETTY MUCH"" the only way of winning a race against the computer player, was to take a short cut hidden in each course. Sure you could try to out board them, but if you mess up 2 or 3 times (hit a wall or wall over) FORGET WINNING!!! Fifth, when you enter the competition events, YOU ONLY GET SO MANY CONTINUES and let's say you are playing on easy (Where there are 4 tracks) and you want to quit the 3rd race because you know you are going to lose and don't want to waste a continue. So you go to select ""Restart"" from the pause menu. YOU ARE BACK ON THE FIRST COURSE AND HAVE TO DO EVERYTHING OVER AGAIN!!! AGGH!!! Sixth, I did some of the time attack modes, I believe that's the right name for it. I am not positive right now.) Anyway, you have to board through certain goals (They look like a traditional marathon finish line) and I am playing the one level and the goal was on a cliff above me, that I had no chance of getting on from where I was and time ran out and I lost! WHY WOULD THEY PUT SOMETHING LIKE THAT IN THE GAME!!! Put the goal lines where people have a good chance of getting to them. Not up on a cliff, that I could of went up on, 8 seconds ago, but now I am stuck!!!

I loved the look of this game! That's why it was so hard for me to let go of the thought of getting fully into this game. I tried very hard to like this game, but I still couldn't bring myself to do that because of the mentioned above flaws. If you can overlook them, and you have the taste for snowboarding games you should be able to enjoy this game. Happy playing and thanks for reading! Merry Christmas and best wishes for 2010 and beyond!!!",1080 SNOWBOARDING~ Good for N64's first snowboarding game,1260921600,,
1.0,False,"04 25, 2006",AWG2O9C42XW5G,B00000DMAO,Blake Meahl  2018,this is the stuppidiest game i've ever played. I advise everyone not to play it or buy it. It really sucked.,1080 BORING!,1145923200,,
3.0,True,"11 10, 2012",A2GR16E8SMWUCF,B00000DMAA,"R. Webster, Curtis","It is a fun game the first time around and it still is; having some problems with the movies running on my computer.
Ronna C.",Fun!,1352505600,,{'Platform:': ' PC'}
1.0,False,"12 19, 2010",A327XSAG18C1AP,B00000DMAA,Amazon Customer,"This game is very fun to play, but be warned off by this review from me!  It has the highly severe computer worm in its installation cds that Symantec's Norton web site refers to as: ""IRC W32 Tibick Activity"".  Also the XP update for it also has a computer worm in it!
To check out the details off what it does to infected computer systems go to: [...]
That page at Norton doesn't specifically refer to ""Final Fantasy VII"", but for those that want to know for sure that what I'm stating is correct you can use the shorter web site address at Norton by using the web address of: [...]
In the web page that pops up into view; enter: ""Final Fantasy VII""  into the search box on that page and hit the enter key on your keyboard.  A page with three options will comeup.  The top one is about the worm in the FF VII installation cds.  The next one is about the XP 1.5 version upgrade, and that has an additional worm in it.  The final option refers to a worm that infects FF XI & FF XII.  That worm is even more dangerous than even the one on the FF VII installation cds.  Thast one will automatically go to the computer's  email section and send ZIP versions of itself to every contact listed there.  Also all three worms will every time the computer is turned on check for a specific website to get upgraded versions of itself.
My advise though Norton doesn't state it; is to destroy every copy of the PC version of ""Final Fantasy VII"" that you have to prevent infecting the computers in the world.
In the file about ""IRC W32 Tibick Activity"" the Norton people mention how to completely remove the computer worm from infected computer systems.  That process can take a while though as that worm infects several other programs on the computer as well.  Norton lists all the programs that it infects as well.
I myself have two copies of FF VII and even a copy of the cds I made as well.  I'm going to destroy those cds as well to follow my own advise.  Those people sure did a very mean stunt to the makers of Final Fantasy VII in ruining possibly the best rpg game they ever made!!!  Personally I think those people at the least should be sent to a federal prision<sp> for the rest of their lives!!! grrr!!!",Don't install this game as it has a high severity worm in it!!!,1292716800,6,{'Platform:': ' PC'}
3.0,True,"05 1, 2017",A2ZTEA8I4FXCP5,B00000DMAT,Joshua the awesome,"Goldeneye is a classic for a reason! Unfortunately, one of those reasons is nostalgia. This game is still plenty of fun, but incredibly dated. The poor sign-posting and punishing mechanics mean that a little trial and error is needed to beat this game. As enjoyable as it can be, this game feels as old as it looks. It's worth picking up if you want an old school for game. Don't buy it if you're looking for something more modern, or if your patience is thin.",High quality but poorly aged.,1493596800,,{'Format:': ' Video Game'}
3.0,True,"05 17, 2017",A2TB80WDNW7HPA,B00000DMB3,Chris,I gave it to my daughter and she loves it.  The internal battery isn't working so it won't save her game.  I had to spend $30 on tools and a battery to replace it.,Five Stars,1494979200,,{'Format:': ' Video Game'}
1.0,True,"01 8, 2017",ARFFDO9W8Z7L0,B00000DMAT,Amazon Customer,"The game looks fine, but it doesn't work.",Broken Game,1483833600,,{'Format:': ' Video Game'}
3.0,True,"07 12, 2016",A8NLVLFDZZEK3,B00000DMAT,Joshua Williams,"I love the game. It came fast, but it was in horrible shape. For as much as I paid for the game, I would think they would at least of cleaned it. It definitely did not work out the box, I had to use alcohol to clean off the connectors and scrub all the grime off the cartridge. If I had paid $5 I wouldn't be complaining to much.",I love the game,1468281600,,{'Format:': ' Video Game'}
1.0,False,"04 4, 2000",A3N1V8LIFT0RU6,B00000DMAD,Amazon Customer,"the game's okay, although i don't think making the charactersin 3d was a very good idea, plus at some points game gets outrightboring,and all the main characters smoke...  although the game will crash sometimes, and it might get stuck, overall, the game is pretty much okay if you don't count crashes and how the characters act and look...  END",I didn't like the game:believe it or not,954806400,4,
2.0,True,"10 3, 2015",A3GYRDZF3SU2WW,B00000DMAT,C. Allen,Meh,Two Stars,1443830400,,{'Format:': ' Video Game'}
2.0,True,"12 28, 2014",A3C3EHFL5AG9QN,B00000DMAT,Ashley,The cartridge was in poor condition,Two Stars,1419724800,,{'Format:': ' Video Game'}
3.0,False,"09 12, 2014",A2D66KSHQQHOSD,B00000DMB4,Green Level Clearance,"Hands down the hardest game of the first three.  The graphics were better and Lara had new moves.  But the game took an almost insane turn for hardness.  Not the best pick for your first Tomb Raider experience.
The game is cool that you can complete the stages in any order after completing the first one, India.  Also stealth is involved in some areas like Nevada.  Better to not tangle with all the guards.  The new save feature is pretty lame though.  Instead of keeping the excellent save anywhere mode from the last game, they made you collect save crystals.  And to be bluntly honest there aren't enough in the game.  Makes the game more frustrating than it needs to be.  Thank goodness for cheat codes right?  Still a solid game and worth adding to your Playstation collection though.",Hard Turn in the Difficulty Department,1410480000,,{'Format:': ' CD-ROM'}
1.0,False,"08 2, 2006",A2582KMXLK2P06,B00000DMB4,Bryan,"Lara Croft games have NEVER been any good.  I remember when the very first one came out 10 years ago.  Teens were practically DROOLING on their controller every time they saw Lara's pretty face.  Tomb Raider must have been advertised like it was the most groundbreaking video game to ever hit the freakin' market.  The thing is, the games are boring and Lara Croft isn't very pretty.

If polygon-breasted girls are your thing, go for it.  But they aren't MY thing, and I know I'm not the only one to think so.  Lara Croft isn't good-looking to the millions of internet gamers who understand that a blocky-looking computer babe isn't going to automatically make a game any fun to play.  I'll give Lara Croft SOME credit.  She was one of the originators of the ""running around half-naked female shooter/adventure"" type of video games.  In fact, you might even say she was a MAJOR influence because soon after her very first adventure, more and more game companies were making the main characters in their games half-naked chicks.  Lara brought something new to the world of video games and I will give her credit for that.

Sometimes influence doesn't matter when a game is really bad.  This is one of those cases.  The Tomb Raider series on the original Playstation is a joke.  I absolutely *groan* when I think about playing a Tomb Raider game because I remember how ugly and dark the environments are, the glitchy problems that dominate all three Tomb Raider games, the annoying and difficult jumping style of Lara Croft (which makes it nearly impossible to progress to the end of the game.  Good luck- she NEVER jumps where you want her to) and of course, mentioned above, Lara's supposed beautiful face (she's NOT pretty, remember?)

It also doesn't help that the puzzles you have to solve are ALWAYS really awful (and appear frequently) and, because of the jumping problem, very frustrating to complete.  Trying to aim your gun at an emeny isn't exactly a walk in the park, either.  The whole series has been an overrated disaster up to this point.

By the time Tomb Raider 3 was released people were REALLY getting fed up with the series.  Now, these same people will tell you this was because they kept releasing more and more Tomb Raider games, but I actually think people got sick of Tomb Raider because games like Resident Evil and Silent Hill came along with a similar style and improved on it *drastically*, making Tomb Raider look awfully dated by comparison.

At least the third Tomb Raider game has SOME decent-looking background levels.  I guess the company who created Lara Croft finally understood that Lara's pretty face ALONE isn't going to get the job done anymore.  I mean, at least in some places the backgrounds LOOK good .  Not exactly the prettiest environments available on the Playstation of course, and most of the time all you see is darkness or candlelight.  But what's THERE is okay to look at, at least.

Tomb Raider 3 features a challenge that is mostly only challenging because of the above-mentioned jumping problem.  She simply doesn't jump the way you want her to.  You'd THINK the game company would've dealt with this problem with all the new moves for Lara they added to the game, but no, none of these new moves make the game any easier.  The artifact-finding storyline had potential but unfortunately the frustrating challenge ruined it.

BOY am I glad I never bought any of these games (all these years I've been watching OTHER people play them).  Reading reviews for the more recent Tomb Raider games on the Playstation 2, I see NO improvements have been made.  Let the series END already.",spend your money elsewhere,1154476800,,{'Format:': ' CD-ROM'}
3.0,False,"05 21, 2005",A897F4VD0BUK2,B00000DMB4,P. J. Tabor,"I love the tomb raider series,except for this one!!!!! It's way to hard and it won't let you save unless you find a save crystle. After that, I switched to the pc vesion which has unlimited saves but there is only one problem...IT'S TO OLD FOR WINDOWS XP!!So buy at own risk but if you want to play it and you have an old computer I recommend the pc version.",The worst one in the  whole series.,1116633600,,{'Format:': ' CD-ROM'}
3.0,False,"06 12, 2004",A14T4WS6YCLETD,B00000DMB4,Olivia Virna,"Tomb Raider 3 was by far the most difficult Tomb Raider I have ever played. I'll admit, I used every cheat in the book in order to beat the game. But can you really blame me?
The game first starts off with an incredibly difficult jungle level, in which you have the option of finding a few secrets and then beginning the level, but regardless, you'll be jumping to a slope and then jumping over a set of spikes, and then (surprise!) jumping over another set of spikes, and finally landing at the bottom with a save crystal and a bunch of different directions to go. Don't go into the sinking sand and watch out for anything that looks dangerous because chances are, it'll be the last dangerous think you look at.
Finally, after a period of a week to a year, you've finally beat the jungle levels... WITHOUT CHEATS! Well I bet you were quite tempted! Now choose your destination. The strategy guides all tell you to go to the Nevada Desert, and then to the South Pacific, and then London. If you watch the entire ""Story So far..."" feature, you'll notice that the game plays the scenes with South Pacific first and Nevada Desert last. So nobody cares what order you do it in, it doesn't matter much. And believe me; you WILL get frustrated either way, so go to the one you want to go to first because it will take you FOREVER to finish that section of levels.
Finally, after God-knows-how-long, you finished the whole globe, and get this; you did it ALL WITHOUT CHEAT CODES! I congratulate you. NOW WE GET TO GO TO ANTARTICA!!!
Yippee.
Antarctica is incredibly difficult, and it ends with a big, mumbo-jumbo mother-of-all-spiders human-headed thing. Oh, and one shot with the rocket launcher just won't kill it! And one thing to keep on mind, one-hit K.O. As in, if it hits you once, it will kill you. Good luck!
But in spite of all of that, I really enjoyed seeing Lara in new costumes and playing in her new house. It was a lot of fun to get the racetrack key and find the shortcut at the racetrack. I must say, I really did enjoy Tomb Raider 3.
If you like challenges, then Tomb Raider 3 is definitely for you. And regardless, the Mansion is definitely worth the 5 dollars that Tomb Raider 3 now cost at Game Crazy. But, if you're anything like me and do not enjoy getting so frustrated over a horribly pixilated British woman in a jungle tomb, then get ready to memorize ""L2, R2, L2(2), R2, L2, R2, L2, R2, L2(4), R2, L2, R2(4), L2"" if you want to beat this game!",TOO HARD,1086998400,2,{'Format:': ' CD-ROM'}
3.0,False,"03 5, 2002",A2JVBNO9A6JAVV,B00000DMB4,C-N-G,"It's not that this game is bad, it's just too hard. The levels consist of timed events e.g. flip a switch and run to the other end of the level before a door closes.
The graphics are good as is the music. The story is non-existent though. Something about aliens, and it includes one of the worst and shortest endings in all of Video Game history.
It's fun yet frustrating.
Graphics: 8/10
Sound: 7/10
Control: 7/10
Fun: 4/10",Fun...Sometimes,1015286400,2,{'Format:': ' CD-ROM'}
1.0,False,"04 17, 2013",A1N5HY0IRBM92R,B00000DMAT,Robert Golf,"This game is ok, but mostly mediocre. This is the best that the N64 had to offer alongside the wrestling games and resident evil 2? Just goes to show that the nintendrone cult are way off the mark. The Sony playstation 1 had better games and far better immersion due to having the CD storage.  This game like i said is ok but hardly as good as the nintendrones have made it out to be. The production of the game is basically weak, with the menu intro being pathetic, and the music repeating over and over and over on each board. The gameplay is ok in that i can mow down enemies while running, but the aiming sucks and it gets boring having to mow down enemies that keep spawning over and over while i figure out how to complete the mission.
Finally the multiplayer is wayyyyyy overrated. I remember playing it with 4 other players all day for  a couple days and never feeling into it. the quad split screen was a big nuisance.  Thank goodness for online play today - the games today completely own goldeneye in every category, especially the funfactor.
So yeah - there you go nintendrones - the playstation brand rightfully won that gen and your crowning achievement in console gaming has turned out to be a dated and weak title. Oh yeah Rare is now exposed as being mediocre - your cult like devotion to nintendo made them rich at least. They haven't made anything decent since though",CONFIRMS that the n64 was an inferior system,1366156800,,{'Format:': ' Video Game'}
1.0,True,"01 8, 2017",ARFFDO9W8Z7L0,B00000DMAQ,Amazon Customer,"The game looks fine, but it doesn't work. I bought 6 games from this seller, 5 of which did not work.",Broken Game,1483833600,,
3.0,True,"08 6, 2016",A198I1P469E3L8,B00000DMAQ,leif hudson,"It's okay, but I still don't see why everyone talks about this game.  All I hear online is it's so great, and maybe they just gave me way to high of expectations, but it's not as good as I'd hoped.","Okay, not as great as everyone says.",1470441600,,
3.0,True,"05 4, 2016",AUN7Z2LOX2ZG9,B00000DMAQ,AP_MAQUINA,great game.,Three Stars,1462320000,,
3.0,True,"01 8, 2014",A1XUKDQJYFFJZV,B00000DMB3,lucas,"This game is fun, but it is very overrated. It has not aged very well, and the game feels sloppy, compared to how revolutionary it was when it came out.",Overrated,1389139200,,{'Format:': ' Video Game'}
